warehouseName,itemName,sku,size,color,barcode,closingStock,reserved,damaged,inTransit
REBEL MASS EXPORT PVT LTD,AW24SH0180-0006202 BLACK,0006202-L,L,,0006202-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0181-0006206 SKY BLUE,0006206-L,L,,0006206-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SS0002-0003732 BEIGE,0003732-M,M,,0003732-M,20,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SS0015-0005019 BEIGE,0005019-L,L,,0005019-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SS0022-0006408 RED,0006408-XL,XL,,0006408-XL,20,0,0,0
REBEL MASS EXPORT PVT LTD,AW24WL0003-0004129 G.MELANGE,0004129-XL,XL,,0004129-XL,20,0,0,0
REBEL MASS EXPORT PVT LTD,BELT25-18-0001-0008034 BLACK,0008034-115CM,115 CM,,0008034-115CM,20,0,0,0
REBEL MASS EXPORT PVT LTD,BELT25-18-0003-0008054 BROWN,0008054-115CM,115 CM,BROWN,0008054-115CM,20,0,0,0
REBEL MASS EXPORT PVT LTD,BELT25-18-0005 BLACK,DA0571-130CM,130 CM,BLACK,DA0571-130CM,20,0,0,0
REBEL MASS EXPORT PVT LTD,BLZ25-0020 GREY/BLK,DA3331-106.68CM(42),106.68CM (42),,DA3331-106.68CM(42),20,0,0,0
REBEL MASS EXPORT PVT LTD,CPO25-44-0002-0007580 NAVY,0007580-XL,XL,,0007580-XL,20,0,0,0
REBEL MASS EXPORT PVT LTD,CRC25-18-0003 L.GREY,DA0209-86.36CM(34),86.36CM (34),,DA0209-86.36CM(34),20,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0002-0006658 WHT/YELLOW,0006658-L,L,,0006658-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0008-0006879 LEMON,0006879-XL,XL,,0006879-XL,20,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0008-0006887 GREEN,0006887-XL,XL,,0006887-XL,20,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-39-0034-0008235 BLACK,0008235-L,L,,0008235-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,CTR25-36-0002-0007459 ECRU,0007459-81.28CM(32),81.28CM (32),,0007459-81.28CM(32),20,0,0,0
REBEL MASS EXPORT PVT LTD,CTR25-36-0004-0007505 BLACK,0007505-86.36CM(34),86.36CM (34),,0007505-86.36CM(34),20,0,0,0
REBEL MASS EXPORT PVT LTD,CWC25-0009 D.PINK,DA1597-111.76CM(44),111.76CM (44),,DA1597-111.76CM(44),20,0,0,0
REBEL MASS EXPORT PVT LTD,CWC25-15-0001 WHITE,DA0967-106.68CM(42),106.68CM (42),,DA0967-106.68CM(42),20,0,0,0
REBEL MASS EXPORT PVT LTD,CWC25-32-0006 FAWN,DA1584-106.68CM(42),106.68CM (42),,DA1584-106.68CM(42),20,0,0,0
REBEL MASS EXPORT PVT LTD,CWL25-15-0002-0007738 NAVY,0007738-L,L,,0007738-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,DNM25-34-0002-0007525 BLUE,0007525-96.52CM(38),96.52CM (38),,0007525-96.52CM(38),20,0,0,0
REBEL MASS EXPORT PVT LTD,DNM25-34-0003-0007530 WHITE,0007530-91.44CM(36),91.44CM (36),,0007530-91.44CM(36),20,0,0,0
REBEL MASS EXPORT PVT LTD,DNM25-34-0011 BLUE,DA0804-96.52CM(38),96.52CM (38),,DA0804-96.52CM(38),20,0,0,0
REBEL MASS EXPORT PVT LTD,DNM25-34-0016 GREY,DA1351-81.28CM(32),81.28CM (32),,DA1351-81.28CM(32),20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0001-0006826 SKY BLUE,0006826-L,L,,0006826-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0001-0006844 GREEN,0006844-XXL,XXL,,0006844-XXL,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0002-0006921 NUDE,0006921-M,M,,0006921-M,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0003-0006952 ORANGE,0006952-XXL,XXL,,0006952-XXL,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0004-0006968 NUDE,0006968-XXL,XXL,,0006968-XXL,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0004-0006972 PINK,0006972-XXL,XXL,,0006972-XXL,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0004-0006976 BLUE,0006976-XXL,XXL,,0006976-XXL,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0006-0007028 GREY,0007028-XXL,XXL,,0007028-XXL,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0038 L.GREY,DA1764-XL,XL,,DA1764-XL,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0052 WHITE,DA2079-L,L,,DA2079-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-39-0008-0007907 BEIGE,0007907-XL,XL,,0007907-XL,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-39-0011-0007930 L.BEIGE,0007930-L,L,,0007930-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-39-0013-0007946 BROWN,0007946-L,L,,0007946-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-39-0014-0007950 MUSTARD,0007950-L,L,,0007950-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-39-0022-0008018 GRN.PLAID,0008018-L,L,,0008018-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,FTR25-0004-0006756 SKY BLUE,0006756-81.28CM(32),81.28CM (32),,0006756-81.28CM(32),20,0,0,0
REBEL MASS EXPORT PVT LTD,JKT25-0001 BLUE,DA0768-L,L,,DA0768-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,MBDNM0005-0000498 MERCRIZE BLUE,0000498-34,34,,0000498-34,20,0,0,0
REBEL MASS EXPORT PVT LTD,MBDNM0005-0000500 MERCRIZE BLUE,0000500-32,32,,0000500-32,20,0,0,0
REBEL MASS EXPORT PVT LTD,MBDNM0028-0001765 DARK BLUE,0001765-71.12CM(28),71.12CM (28),,0001765-71.12CM(28),20,0,0,0
REBEL MASS EXPORT PVT LTD,MBDNM0028-0001766 DARK BLUE,0001766-76.2CM(30INCH),76.2 CM (30 INCH),,0001766-76.2CM(30INCH),20,0,0,0
REBEL MASS EXPORT PVT LTD,MCBLZ0032-0000784 BLUE,0000784-42,42,,0000784-42,20,0,0,0
REBEL MASS EXPORT PVT LTD,MJKTF0008-0006781 TEAL,0006781-M,M,,0006781-M,20,0,0,0
REBEL MASS EXPORT PVT LTD,MJKTF0008-0006789 BLUE,0006789-M,M,,0006789-M,20,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0001 WHITE,DA0894-L,L,,DA0894-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0012 BLACK,DA1002-M,M,,DA1002-M,20,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0012 BLACK,DA1005-XXL,XXL,,DA1005-XXL,20,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0012 GREEN,DA1008-XL,XL,,DA1008-XL,20,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0027 NAVY,DA1695-L,L,,DA1695-L,20,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0028 NAVY,DA1698-M,M,,DA1698-M,20,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0036 SKY,DA1954-XL,XL,,DA1954-XL,20,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0085 RUST,DA2643-M,M,,DA2643-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0087 BLK/CREAM,DA2657-XXXL,XXXL,,DA2657-XXXL,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0096 MEHANDI,DA2700-XL,XL,,DA2700-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0107 L.GREY,DA3254-M,M,,DA3254-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0107 NAVY,DA3267-L,L,,DA3267-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0107 SLATE GREY,DA3232-XL,XL,,DA3232-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0062 SKY BLUE,DA2336-XXL,XXL,,DA2336-XXL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0069 GREY/BLK,DA2886-L,L,,DA2886-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0069 GREY/BLK,DA2885-M,M,,DA2885-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0069 ORANGE,DA2985-XXXL,XXXL,,DA2985-XXXL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0069 ORANGE/BLUE,DA2980-XXXL,XXXL,,DA2980-XXXL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0072 GREY,DA3481-XL,XL,,DA3481-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FTR25-0085 GREY/BLK,DA3130-86.36CM(34),86.36CM (34),,DA3130-86.36CM(34),19,0,0,0
REBEL MASS EXPORT PVT LTD,LW26-0004 MEHROON,DA4063-L,L,,DA4063-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24BL0012-0004436 BLACK,0004436-106.68CM(42),106.68CM (42),,0004436-106.68CM(42),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24BL0012-0004493 WINE,0004493-101.6CM(40),101.6CM (40),,0004493-101.6CM(40),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24CR0005-0005394 BLUE,0005394-81.28CM(32),81.28CM (32),,0005394-81.28CM(32),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24CTR0004-0005728 GREEN,0005728-81.28CM(32),81.28CM (32),,0005728-81.28CM(32),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24CTR0004-0005749 OLIVE,0005749-86.36CM(34),86.36CM (34),,0005749-86.36CM(34),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24CTR0007-0006557 SKY BLUE,0006557-81.28CM(32),81.28CM (32),,0006557-81.28CM(32),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24CTR0007-0006562 LEMON,0006562-81.28CM(32),81.28CM (32),,0006562-81.28CM(32),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0007-0003523 BLACK,0003523-71.12CM(28),71.12CM (28),,0003523-71.12CM(28),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0007-0003525 BLACK,0003525-81.28CM(32),81.28CM (32),,0003525-81.28CM(32),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0021-0005371 KHAKI TINT,0005371-76.20CM(30),76.20CM (30),,0005371-76.20CM(30),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0021-0005372 KHAKI TINT,0005372-81.28CM(32),81.28CM (32),,0005372-81.28CM(32),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0021-0006476 BLUE.A,0006476-81.28CM(32),81.28CM (32),,0006476-81.28CM(32),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0021-0006482 BLUE,0006482-81.28CM(32),81.28CM (32),,0006482-81.28CM(32),19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0083-0004165 LEMON,0004165-XL,XL,,0004165-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0090-0004593 ORANGE,0004593-L,L,,0004593-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0094-0004666 YELLOW,0004666-XL,XL,,0004666-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0099-0004904 WHITE,0004904-M,M,,0004904-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0120-0005550 WHITE,0005550-XL,XL,,0005550-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0147-0005835 NAVY,0005835-XL,XL,,0005835-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0147-0005838 BLACK,0005838-L,L,,0005838-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0149-0005850 GREY,0005850-L,L,,0005850-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0153-0005890 NAVY,0005890-L,L,,0005890-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0153-0005891 NAVY,0005891-XL,XL,,0005891-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0155-0005907 SKY BLUE,0005907-XL,XL,,0005907-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0156-0005942 GREEN,0005942-L,L,,0005942-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0176-0006135 SEA BLUE,0006135-XL,XL,,0006135-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0178-0006155 SKY BLUE,0006155-XL,XL,,0006155-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0180-0006203 BLACK,0006203-XL,XL,,0006203-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0181-0006207 SKY BLUE,0006207-XL,XL,,0006207-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SS0001-0003728 MAROON,0003728-M,M,,0003728-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SS0006-0003748 BLACK,0003748-M,M,,0003748-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SS0016-0005036 BLACK,0005036-XL,XL,,0005036-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SS0021-0006342 WHITE,0006342-L,L,,0006342-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24TK0002-0005245 W.MELANGE,0005245-XL,XL,,0005245-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24TK0004-0006495 ANTRA,0006495-XXL,XXL,,0006495-XXL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24TK0005-0007091 GREY,0007091-XL,XL,,0007091-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24TS0002-0006386 MAHROON,0006386-L,L,,0006386-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,AW24WL0003-0005366 B.MELANGE,0005366-M,M,,0005366-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,BELT0009-0001880 CHOCOLATE,0001880-120CM,120 CM,,0001880-120CM,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0001-0006630 WHT/YELLOW,0006630-L,L,,0006630-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0001-0006645 WHT/GREY,0006645-M,M,,0006645-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0002-0006666 WHT/PINK,0006666-L,L,,0006666-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0002-0006674 WHT/GREY,0006674-L,L,,0006674-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0003-0006690 WHT/PINK,0006690-L,L,,0006690-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0004-0006724 L.BLUE,0006724-S,S,,0006724-S,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0004-0006729 MUSTARD,0006729-M,M,,0006729-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0004-0006733 D.PINK,0006733-M,M,,0006733-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0006-0006866 GREEN,0006866-L,L,,0006866-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0038 YELLOW,DA0509-XL,XL,,DA0509-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0065 BLACK,DA2387-L,L,,DA2387-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-20-0017-0007596 RED,0007596-XXL,XXL,,0007596-XXL,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-39-0013-0007082 YELLOW,0007082-L,L,,0007082-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,CTR25-36-0004-0007495 OLIVE,0007495-86.36CM(34),86.36CM (34),,0007495-86.36CM(34),19,0,0,0
REBEL MASS EXPORT PVT LTD,CWC25-15-0001 PEACH,DA0970-101.6CM(40),101.6CM (40),,DA0970-101.6CM(40),19,0,0,0
REBEL MASS EXPORT PVT LTD,CWC25-15-0001 PEACH,DA0971-106.68CM(42),106.68CM (42),,DA0971-106.68CM(42),19,0,0,0
REBEL MASS EXPORT PVT LTD,CWC25-32-0015 RED,DA1619-101.6CM(40),101.6CM (40),,DA1619-101.6CM(40),19,0,0,0
REBEL MASS EXPORT PVT LTD,DCR25-34-0011 G.BLUE,DA1348-96.52CM(38),96.52CM (38),,DA1348-96.52CM(38),19,0,0,0
REBEL MASS EXPORT PVT LTD,DNM25-0019 D.BLUE,DA3147-81.28CM(32),81.28CM (32),,DA3147-81.28CM(32),19,0,0,0
REBEL MASS EXPORT PVT LTD,DNM25-0020 L.BLUE,DA3153-81.28CM(32),81.28CM (32),,DA3153-81.28CM(32),19,0,0,0
REBEL MASS EXPORT PVT LTD,DNM25-34-0003-0007527 WHITE,0007527-76.20CM(30),76.20CM (30),,0007527-76.20CM(30),19,0,0,0
REBEL MASS EXPORT PVT LTD,DNM25-34-0005-0007763 BLACK,0007763-91.44CM(36),91.44CM (36),,0007763-91.44CM(36),19,0,0,0
REBEL MASS EXPORT PVT LTD,DNM25-34-0009-0007810 L.OLIVE,0007810-86.36CM(34),86.36CM (34),,0007810-86.36CM(34),19,0,0,0
REBEL MASS EXPORT PVT LTD,DNM25-34-0015 DARK GREY,DA1327-81.28CM(32),81.28CM (32),,DA1327-81.28CM(32),19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0002-0006913 SKY BLUE,0006913-M,M,,0006913-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0006-0007009 PEACH,0007009-M,M,,0007009-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0025 SKY BLUE,DA0577-M,M,,DA0577-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0036 L.PINK,DA1732-XL,XL,,DA1732-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0038 L.MINT,DA1760-XL,XL,,DA1760-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0038 L.YELLOW,DA1752-XL,XL,,DA1752-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0040 L.BLUE,DA1779-L,L,,DA1779-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0040 L.GREEN,DA1784-XL,XL,,DA1784-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0040 ORANGE,DA1787-L,L,,DA1787-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0040 ORANGE,DA1788-XL,XL,,DA1788-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0042 MAROON,DA1819-L,L,,DA1819-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0047 WHITE,DA2058-M,M,,DA2058-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-39-0013-0007943 ROYAL BLUE,0007943-XL,XL,,0007943-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-39-0014-0007951 MUSTARD,0007951-XL,XL,,0007951-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-39-0016-0007970 RED,0007970-L,L,,0007970-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-39-0017-0007979 TURQ,0007979-XL,XL,,0007979-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,FTR25-0006-0006768 BLUE,0006768-81.28CM(32),81.28CM (32),,0006768-81.28CM(32),19,0,0,0
REBEL MASS EXPORT PVT LTD,JKT25-0001 BLUE,DA0769-XL,XL,,DA0769-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,MJKTF0008-0006790 BLUE,0006790-L,L,,0006790-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,MTSHS0017-0000622 WHITE,0000622-L,L,,0000622-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,SHORT25-0002 MEHANDI,DA1933-M,M,,DA1933-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0010 GREEN,DA2137-XL,XL,,DA2137-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0012 NAVY,DA1183-XXL,XXL,,DA1183-XXL,19,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0022 BLUE,DA1666-M,M,,DA1666-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0025 BOTTLE GREEN,DA1683-L,L,,DA1683-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0033 B.GREEN,DA1719-L,L,,DA1719-L,19,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0045 WHITE,DA2145-XL,XL,,DA2145-XL,19,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0046 OLIVE,DA2147-M,M,,DA2147-M,19,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0069 WHITE,DA2418-M,M,,DA2418-M,18,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0071 BLU/GREEN,DA2577-XXXL,XXXL,,DA2577-XXXL,18,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0081 BEIGE/KHAKI,DA2627-XXXL,XXXL,,DA2627-XXXL,18,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0107 BEIGE,DA3272-M,M,,DA3272-M,18,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0107 NAVY,DA3268-XL,XL,,DA3268-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0107 PISTA,DA3176-M,M,,DA3176-M,18,0,0,0
REBEL MASS EXPORT PVT LTD,CSH25-0107 SLATE GREY,DA3231-L,L,,DA3231-L,18,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0062 PINK,DA2267-M,M,,DA2267-M,18,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0062 SKY,DA2262-L,L,,DA2262-L,18,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0062 TURQ,DA2275-XL,XL,,DA2275-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0069 L.PURPLE,DA2990-XXXL,XXXL,,DA2990-XXXL,18,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0069 LEMON,DA2995-XXXL,XXXL,,DA2995-XXXL,18,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0071 PURPLE,DA3453-XL,XL,,DA3453-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0071 R.GREEN,DA3461-XL,XL,,DA3461-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,FSH25-0072 BLACK,DA3493-XL,XL,,DA3493-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,LW26-0004 GREY,DA4069-XXL,XXL,,DA4069-XXL,18,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0012 D.GREY,DA2128-L,L,,DA2128-L,18,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0021 BLACK,DA1678-M,M,,DA1678-M,18,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0051 SKY BLUE,DA2217-XL,XL,,DA2217-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0052 SKY BLUE,DA2222-XL,XL,,DA2222-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,TS25-0059 BLUE,DA2564-M,M,,DA2564-M,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24CR0003-0003503 BLUE TOWEL,0003503-91.44CM(36),91.44CM(36),,0003503-91.44CM(36),18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24CTR0002-0002850 TEAL,0002850-81.28CM(32),81.28CM (32),,0002850-81.28CM(32),18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24CTR0003-0004830 TEAL,0004830-86.36CM(34),86.36CM (34),,0004830-86.36CM(34),18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0001-0002403 DIRTY EARTH,0002403-91.44CM(36),91.44CM (36),,0002403-91.44CM(36),18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0002-0002535 BATA WASH,0002535-71.12CM(28),71.12CM (28),,0002535-71.12CM(28),18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0009A-0004266 TINT BROWN,0004266-86.36CM(34),86.36CM (34),,0004266-86.36CM(34),18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0011-0004340 L.BLUE,0004340-81.28CM(32),81.28CM (32),,0004340-81.28CM(32),18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0011-0004345 BLUE,0004345-76.2CM(30),76.2CM (30),,0004345-76.2CM(30),18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0026-0005425 CRBN BLUE,0005425-86.36CM(34),86.36CM (34),,0005425-86.36CM(34),18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0027-0005429 GREY,0005429-76.20CM(30),76.20CM (30),,0005429-76.20CM(30),18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0028-0006441 DARK BLUE,0006441-86.36CM(34),86.36CM (34),,0006441-86.36CM(34),18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24D0029-0006457 BLUE,0006457-76.20CM(30),76.20CM (30),,0006457-76.20CM(30),18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24JKT0016-0007136 BEG/MAHRUN,0007136-XXL,XXL,,0007136-XXL,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24JKT0016-0007137 MAHROON,0007137-M,M,,0007137-M,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24JKT0017-0006613 BLUE,0006613-L,L,,0006613-L,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24PO0005-0005247 KHAKI,0005247-M,M,,0005247-M,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24PO0007-0005602 PINK,0005602-M,M,,0005602-M,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24PO0007-0005603 PINK,0005603-L,L,,0005603-L,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24PO0007-0005617 MUSTARD,0005617-M,M,,0005617-M,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0030-0002384 YELLOW,0002384-XXL,XXL,,0002384-XXL,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0037-0002876 ROYAL GREEN,0002876-XL,XL,,0002876-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0037-0002900 ORANGE,0002900-XL,XL,,0002900-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0037-0002904 SEA GREEN,0002904-XL,XL,,0002904-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0083-0004176 PURPLE.,0004176-L,L,,0004176-L,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0083-0004177 PURPLE.,0004177-XL,XL,,0004177-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0084-0004204 YELLOW,0004204-L,L,,0004204-L,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0084-0004205 YELLOW,0004205-XL,XL,,0004205-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0085-0004229 KHAKI,0004229-XL,XL,,0004229-XL,18,0,0,0
REBEL MASS EXPORT PVT LTD,AW24SH0085-0007055 CHARCOAL,0007055-XL,XL,,0007055-XL,18,0,0,0
